Id,GrLivArea,BedroomAbvGr,FullBath,HalfBath,BsmtFullBath,GarageArea,GarageCars,YearBuilt,YearRemodAdd,OverallQual,OverallCond,LotArea,TotalBsmtSF,Neighborhood,BldgType,SaleCondition,SalePrice
723,4302,1,4,1,0.0,5.0,0,1992,1997,1,9,4019,2168.0,Gilbert,1Fam,AdjLand,505436
724,1038,2,1,1,0.0,294.0,1,1966,1970,1,7,13329,2310.0,Mitchel,Duplx,AdjLand,225818
725,4036,4,2,0,,267.0,1,2014,2017,9,1,18519,2140.0,Crawfor,1Fam,Family,642628
726,1026,4,2,0,0.0,471.0,2,1981,2003,2,9,11120,2691.0,Crawfor,TwnhsE,Abnorml,327191
727,3745,1,1,0,0.0,606.0,3,2009,2036,8,6,9492,1079.0,ClearCr,Duplx,Alloca,567418
728,894,1,4,1,0.0,479.0,2,2020,2039,10,1,3887,2470.0,Somerst,Duplx,Alloca,396470
729,2696,3,1,1,1.0,36.0,0,2022,2033,5,6,18977,1262.0,Somerst,1Fam,AdjLand,501086
730,3460,3,3,0,1.0,,1,1991,2019,9,3,17580,552.0,CollgCr,TwnhsE,Normal,561737
731,3779,5,4,1,1.0,449.0,2,1973,1987,5,5,18186,437.0,Mitchel,1Fam,Alloca,527944
732,2383,3,3,0,0.0,224.0,1,1914,1929,10,6,8141,274.0,NAmes,2FmCon,Abnorml,382367
733,4647,5,3,1,,426.0,2,1947,1966,3,1,13068,2866.0,SawyerW,2FmCon,Family,623956
734,3984,2,1,0,1.0,414.0,2,1958,1977,5,4,9502,508.0,NridgHt,TwnhsE,Alloca,687262
735,1437,3,3,0,,282.0,1,1996,2010,4,1,5841,2505.0,Veenker,Duplx,Partial,398293
736,3520,1,2,1,1.0,442.0,2,1972,1986,8,2,5304,2350.0,NWAmes,TwnhsI,Partial,524587
737,3787,3,1,1,0.0,278.0,1,1954,1963,1,2,8601,1317.0,CollgCr,TwnhsI,Normal,512119
738,2001,1,2,0,1.0,82.0,0,1918,1938,9,8,11737,2741.0,Somerst,TwnhsE,Partial,448388
739,3822,3,2,1,1.0,,1,1988,2008,1,4,3757,2724.0,Veenker,1Fam,Normal,541530
740,4542,2,2,0,0.0,233.0,1,1953,1966,4,1,14488,2776.0,NridgHt,TwnhsE,Family,800000
741,4177,1,1,0,0.0,12.0,0,1904,1925,6,7,9968,1490.0,Veenker,2FmCon,AdjLand,552098
742,3931,1,2,1,0.0,600.0,3,1934,1938,2,5,17801,894.0,ClearCr,TwnhsI,Abnorml,558658
743,3355,3,2,1,0.0,498.0,2,2008,2020,5,2,6657,131.0,ClearCr,TwnhsI,Alloca,475441
744,1717,5,2,0,1.0,66.0,0,1914,1943,10,6,2454,2521.0,CollgCr,1Fam,Normal,380715
745,4078,1,3,1,1.0,645.0,3,1949,1971,9,3,7273,2618.0,Veenker,1Fam,AdjLand,696789
746,2138,3,2,1,1.0,620.0,3,1962,1983,1,6,19506,1608.0,Timber,TwnhsE,Normal,471297
747,2894,2,3,0,,59.0,0,1910,1935,6,9,7456,212.0,Mitchel,1Fam,Normal,374251
748,1914,5,1,1,0.0,54.0,0,1920,1938,6,3,14520,2468.0,ClearCr,TwnhsI,Abnorml,429704
749,1908,3,4,0,0.0,222.0,1,2015,2034,1,7,17100,894.0,Timber,Duplx,Abnorml,423750
750,1209,5,2,1,1.0,401.0,2,1972,1986,7,1,6759,1645.0,Blmngtn,Duplx,Alloca,357903
751,4825,2,1,0,1.0,446.0,2,1925,1949,6,4,13388,1978.0,CollgCr,TwnhsI,Family,630483
752,1165,1,1,0,0.0,250.0,1,1920,1941,7,9,5282,437.0,CollgCr,2FmCon,Alloca,267791
753,888,3,3,0,1.0,479.0,2,1952,1967,3,1,8200,188.0,Timber,Duplx,Alloca,300471
754,4712,4,4,0,0.0,39.0,0,1989,1992,3,9,6977,237.0,Gilbert,TwnhsI,AdjLand,558622
755,2997,5,1,0,1.0,409.0,2,1989,2013,8,1,13939,2877.0,StoneBr,1Fam,Partial,718229
756,2470,5,3,1,0.0,688.0,3,1924,1933,8,5,17700,2871.0,SawyerW,1Fam,Abnorml,540788
757,3818,5,3,0,0.0,441.0,2,1989,1999,2,2,6169,1280.0,ClearCr,1Fam,Family,556446
758,2224,4,1,0,0.0,272.0,1,2010,2013,3,1,6890,1277.0,ClearCr,2FmCon,AdjLand,388863
759,1075,2,2,0,1.0,,1,1927,1933,6,4,16687,1220.0,Somerst,1Fam,AdjLand,336791
760,3783,3,3,0,0.0,603.0,3,1903,1906,9,6,10062,,ClearCr,1Fam,Normal,602850
761,1291,1,4,0,0.0,2.0,0,2017,2019,3,7,10991,1631.0,Blmngtn,TwnhsI,Partial,298730
762,2988,3,3,1,1.0,278.0,1,1964,1964,3,3,14556,1068.0,Crawfor,Duplx,Alloca,482364
763,4770,2,1,0,1.0,24.0,0,1995,2003,9,5,4045,1848.0,NridgHt,2FmCon,Partial,800000
764,4712,1,1,1,0.0,679.0,3,1939,1961,7,2,17631,1136.0,CollgCr,Duplx,AdjLand,674946
765,2123,2,2,1,1.0,294.0,1,1936,1961,10,7,8256,1889.0,Veenker,TwnhsI,Alloca,483838
766,4011,3,1,0,1.0,666.0,3,1927,1933,8,2,13683,2834.0,NridgHt,Duplx,Normal,800000
767,3257,2,2,1,0.0,498.0,2,1926,1938,10,8,9495,617.0,SawyerW,Duplx,Family,492076
768,2657,5,1,0,1.0,492.0,2,1958,1982,2,2,15432,188.0,Veenker,TwnhsI,Alloca,446382
769,1129,3,1,1,0.0,472.0,2,1913,1934,3,6,12814,1579.0,CollgCr,1Fam,Partial,306223
770,2193,5,1,1,1.0,80.0,0,2003,2030,3,3,4706,357.0,StoneBr,Duplx,Alloca,411068
771,3433,4,2,1,0.0,460.0,2,1962,1974,1,9,4975,694.0,Somerst,TwnhsE,Normal,476884
772,4939,1,3,1,0.0,421.0,2,2012,2017,8,3,17732,2368.0,Somerst,Duplx,Abnorml,774055
773,522,2,1,0,1.0,610.0,3,1961,1965,7,9,11112,1253.0,StoneBr,TwnhsI,Normal,362290
774,3729,4,4,0,1.0,438.0,2,1937,1958,1,8,6600,1648.0,NAmes,TwnhsI,AdjLand,445963
775,4308,3,1,1,1.0,647.0,3,1963,1963,2,5,4150,2328.0,Veenker,2FmCon,Family,630211
776,4780,2,1,0,0.0,634.0,3,1918,1931,2,5,3874,385.0,CollgCr,TwnhsI,AdjLand,545016
777,2407,3,2,1,1.0,410.0,2,2001,2011,5,4,18518,1435.0,CollgCr,2FmCon,Alloca,486402
778,1033,5,3,0,1.0,250.0,1,1988,2015,5,4,19560,103.0,ClearCr,2FmCon,Normal,345167
779,1719,2,1,0,1.0,49.0,0,1918,1947,3,5,8779,1497.0,CollgCr,TwnhsI,Family,279899
780,4327,1,1,0,0.0,295.0,1,1971,1985,10,2,5230,672.0,CollgCr,1Fam,Abnorml,581224
781,4450,2,3,1,,695.0,3,1966,1983,3,3,9249,2733.0,NridgHt,2FmCon,AdjLand,800000
782,3366,5,3,0,1.0,61.0,0,1924,1935,6,8,4028,782.0,Gilbert,TwnhsE,Alloca,475806
783,1052,4,2,0,0.0,285.0,1,1915,1938,5,9,11668,600.0,NridgHt,Duplx,Family,377283
784,1048,5,3,1,0.0,431.0,2,1993,2001,4,1,13081,42.0,ClearCr,TwnhsI,Family,350594
785,2651,5,3,0,1.0,96.0,0,1932,1954,9,7,19727,399.0,Somerst,2FmCon,AdjLand,518984
786,3147,1,2,0,1.0,694.0,3,1963,1990,10,3,7398,648.0,ClearCr,Duplx,AdjLand,522729
787,645,2,2,0,0.0,412.0,2,1930,1935,1,6,5159,684.0,NridgHt,1Fam,Partial,255400
788,3587,1,1,0,0.0,70.0,0,1980,1986,5,6,3966,2214.0,Gilbert,2FmCon,AdjLand,470275
789,2950,1,2,0,1.0,45.0,0,1906,1917,2,8,8477,2662.0,ClearCr,1Fam,Alloca,413208
790,555,5,3,1,,426.0,2,1944,1968,5,7,12620,2566.0,NoRidge,TwnhsE,AdjLand,467096
791,930,5,1,0,0.0,641.0,3,1967,1986,7,8,2732,2869.0,NoRidge,2FmCon,AdjLand,501277
792,2544,1,4,0,1.0,690.0,3,1954,1959,5,8,15541,2694.0,CollgCr,TwnhsE,Partial,496829
793,3751,4,4,0,1.0,692.0,3,1975,1986,4,6,10011,1366.0,Blmngtn,2FmCon,Abnorml,599894
794,4214,3,1,0,0.0,34.0,0,1922,1941,4,4,16174,1169.0,CollgCr,Duplx,Normal,538797
795,2440,1,2,0,1.0,446.0,2,1954,1982,3,4,10076,1947.0,Gilbert,TwnhsI,Partial,378672
796,1829,5,1,1,1.0,51.0,0,1993,2006,4,4,4376,958.0,NWAmes,TwnhsI,Partial,302227
797,4857,5,2,1,1.0,73.0,0,1941,1943,4,4,1897,1811.0,Mitchel,1Fam,AdjLand,561336
798,2563,3,1,0,1.0,447.0,2,1919,1922,7,3,11802,2999.0,NAmes,TwnhsE,Family,452182
799,1919,4,2,0,0.0,239.0,1,2004,2004,1,3,11479,594.0,Mitchel,TwnhsI,Alloca,318804
800,2490,2,2,1,1.0,492.0,2,1995,1998,1,6,16553,2308.0,NWAmes,TwnhsE,Alloca,443783
801,554,4,3,0,0.0,637.0,3,1983,1995,6,3,17729,2806.0,ClearCr,1Fam,AdjLand,410810
802,1858,3,3,0,1.0,26.0,0,1998,2006,7,4,4480,1612.0,Crawfor,TwnhsE,Family,399901
803,2819,5,1,0,1.0,432.0,2,1995,2004,3,7,7321,1068.0,Blmngtn,TwnhsE,Family,443562
804,4632,1,3,0,1.0,633.0,3,1991,2013,3,3,5342,764.0,StoneBr,TwnhsE,Normal,750530
805,3822,1,3,1,0.0,255.0,1,1962,1976,7,1,3474,503.0,Gilbert,Duplx,AdjLand,504059
806,4015,5,3,1,1.0,466.0,2,1902,1923,4,1,1544,963.0,CollgCr,Duplx,AdjLand,524258
807,2952,2,2,0,0.0,213.0,1,1973,1989,8,7,3022,2239.0,Crawfor,TwnhsE,Family,512473
808,997,2,4,0,0.0,688.0,3,1933,1939,2,9,11205,,SawyerW,Duplx,AdjLand,308979
809,2259,4,2,0,1.0,25.0,0,1995,2023,2,7,4309,664.0,Gilbert,TwnhsE,Normal,325581
810,4986,1,3,1,1.0,611.0,3,1957,1971,6,1,5101,1626.0,Mitchel,TwnhsE,Abnorml,593497
811,698,3,1,0,0.0,666.0,3,2011,2036,4,6,3679,2427.0,NAmes,2FmCon,Normal,274793
812,4456,2,1,0,1.0,620.0,3,1973,1975,8,3,14898,41.0,SawyerW,TwnhsE,Abnorml,565161
813,3580,1,2,1,1.0,275.0,1,1967,1992,6,3,13260,61.0,Veenker,TwnhsE,Normal,511073
814,1777,5,2,1,0.0,494.0,2,2013,2034,4,9,19300,2878.0,StoneBr,Duplx,Alloca,601709
815,4000,1,3,0,,269.0,1,1958,1965,2,8,3562,2244.0,Veenker,TwnhsE,Partial,556980
816,4266,1,2,0,0.0,277.0,1,1946,1969,2,7,5361,1726.0,Gilbert,1Fam,Alloca,500256
817,694,4,4,0,0.0,649.0,3,1945,1967,8,5,9930,2718.0,SawyerW,2FmCon,Family,351716
818,978,5,2,1,0.0,434.0,2,2007,2033,3,6,13508,1767.0,Mitchel,TwnhsE,AdjLand,322207
819,3495,1,2,1,1.0,461.0,2,1993,1999,6,9,3906,,Gilbert,TwnhsI,Partial,513844
820,4995,4,4,1,1.0,35.0,0,1920,1946,9,6,5418,634.0,Gilbert,TwnhsE,Abnorml,622503
821,607,3,2,0,0.0,687.0,3,1960,1982,9,6,9297,2431.0,NAmes,TwnhsE,Alloca,299155
822,3495,5,3,0,0.0,446.0,2,1945,1955,3,1,1833,2294.0,Gilbert,2FmCon,AdjLand,501353
823,1114,1,4,0,1.0,,3,1979,1989,2,9,8812,886.0,StoneBr,TwnhsE,Alloca,384522
824,3425,5,4,0,1.0,67.0,0,1906,1913,8,8,15533,2211.0,Crawfor,2FmCon,Normal,589940
825,3304,4,2,0,1.0,418.0,2,1987,2001,7,4,11242,2181.0,Somerst,1Fam,Normal,600127
826,906,5,2,0,1.0,456.0,2,1991,2017,4,3,9529,285.0,Blmngtn,2FmCon,Normal,284261
827,3563,2,1,0,1.0,475.0,2,1927,1952,6,9,10526,481.0,Blmngtn,TwnhsE,Alloca,492912
828,4536,5,2,1,1.0,77.0,0,1918,1922,2,9,19015,1784.0,Veenker,TwnhsI,AdjLand,642409
829,4385,4,4,1,0.0,222.0,1,1977,1980,8,4,11128,1870.0,Veenker,Duplx,Abnorml,723609
830,630,1,2,0,0.0,205.0,1,1931,1932,8,3,11384,1974.0,NridgHt,TwnhsI,Abnorml,364993
831,1606,5,2,0,0.0,419.0,2,2015,2033,3,8,18720,1119.0,Veenker,TwnhsE,AdjLand,461608
832,1583,4,1,1,1.0,81.0,0,1995,2004,5,6,4413,2506.0,SawyerW,Duplx,Family,317284
833,2539,2,2,0,1.0,226.0,1,2017,2039,4,9,3275,1336.0,Blmngtn,TwnhsI,Family,396955
834,1143,3,1,0,1.0,405.0,2,1965,1987,1,5,9820,618.0,NAmes,Duplx,Partial,234098
835,4344,2,4,1,0.0,59.0,0,2015,2020,2,5,7393,,Mitchel,Duplx,Alloca,472047
836,3995,3,2,0,0.0,688.0,3,1901,1921,10,2,5253,2632.0,SawyerW,TwnhsE,Normal,589024
837,4137,5,1,0,1.0,422.0,2,1935,1957,5,6,3710,2121.0,StoneBr,TwnhsE,Family,713810
838,1391,5,1,1,0.0,4.0,0,1900,1929,2,4,17743,1384.0,Somerst,Duplx,Normal,291696
839,565,2,3,1,1.0,14.0,0,1983,2004,1,2,12864,627.0,NoRidge,Duplx,Partial,287368
840,4597,5,4,0,0.0,612.0,3,1962,1972,4,8,14281,289.0,NridgHt,TwnhsI,Alloca,800000
841,1800,3,3,1,1.0,220.0,1,1935,1964,10,4,3684,458.0,Timber,1Fam,Family,444072
842,3453,4,1,0,1.0,618.0,3,1937,1945,4,2,7812,316.0,Veenker,1Fam,Abnorml,527854
843,4592,4,1,1,0.0,263.0,1,1979,2003,10,9,12985,1588.0,NoRidge,Duplx,AdjLand,800000
844,662,3,1,1,0.0,222.0,1,1922,1933,5,9,11264,,SawyerW,1Fam,Abnorml,189047
845,524,3,3,1,1.0,254.0,1,1963,1991,8,5,14355,383.0,Crawfor,2FmCon,Normal,283789
846,524,3,3,1,0.0,440.0,2,1975,1998,8,3,13885,848.0,Blmngtn,Duplx,Partial,333161
847,1203,5,3,1,1.0,65.0,0,1929,1946,1,2,9146,2098.0,Blmngtn,Duplx,AdjLand,351998
848,732,2,1,0,0.0,265.0,1,1928,1934,1,6,15982,1489.0,NAmes,2FmCon,Abnorml,212920
849,4189,2,1,1,0.0,259.0,1,1943,1948,10,6,6303,461.0,StoneBr,2FmCon,Family,717052
850,3226,2,4,0,0.0,89.0,0,1972,2000,10,6,2982,2246.0,Somerst,TwnhsE,AdjLand,572465
851,4910,1,4,0,0.0,219.0,1,1931,1955,2,7,18397,,Veenker,TwnhsI,Partial,659415
852,4106,2,3,0,0.0,452.0,2,1946,1961,7,5,1916,560.0,CollgCr,TwnhsE,Partial,568285
853,4834,1,1,0,0.0,439.0,2,1966,1992,10,7,6747,2073.0,Crawfor,Duplx,Partial,662349
854,1573,1,1,1,1.0,53.0,0,1922,1945,10,6,3617,2977.0,NWAmes,1Fam,Normal,322303
855,1795,4,1,0,1.0,613.0,3,1969,1980,3,8,5788,1620.0,CollgCr,2FmCon,AdjLand,343836
856,4322,1,3,0,0.0,631.0,3,1916,1940,9,7,8807,484.0,Timber,Duplx,Alloca,677375
857,1601,3,3,0,0.0,494.0,2,1917,1940,7,1,3897,928.0,CollgCr,2FmCon,Partial,354014
858,757,4,3,1,1.0,680.0,3,1929,1943,10,6,10134,1798.0,NAmes,TwnhsE,Partial,330806
859,3511,4,1,1,1.0,242.0,1,1935,1935,2,9,18655,2998.0,CollgCr,2FmCon,Family,537418
860,4104,3,3,1,0.0,611.0,3,1903,1925,7,6,4024,2786.0,CollgCr,TwnhsI,AdjLand,608376
861,4856,1,1,0,1.0,464.0,2,2018,2028,1,5,18641,2799.0,StoneBr,2FmCon,Abnorml,798511
862,4675,5,3,1,0.0,430.0,2,1937,1947,4,6,9106,,NoRidge,Duplx,Normal,800000
863,1041,5,4,0,1.0,32.0,0,1998,2019,1,6,12460,1724.0,Timber,TwnhsE,Alloca,319002
864,3974,4,3,0,1.0,409.0,2,2010,2034,5,4,9670,1943.0,NoRidge,2FmCon,AdjLand,800000
865,4307,1,4,1,1.0,628.0,3,1998,2000,9,9,7357,2201.0,ClearCr,TwnhsE,AdjLand,680463
866,3641,1,3,0,1.0,621.0,3,2002,2026,7,1,3518,2146.0,Mitchel,Duplx,Abnorml,527145
867,4189,2,2,1,0.0,203.0,1,1912,1920,4,8,12476,1916.0,ClearCr,TwnhsE,Abnorml,585471
868,4270,1,2,0,1.0,58.0,0,1945,1961,5,2,18458,402.0,Blmngtn,Duplx,Partial,506535
869,2509,5,4,1,1.0,496.0,2,1991,2017,4,2,11134,,SawyerW,TwnhsI,Alloca,470540
870,680,2,3,0,0.0,,0,1970,1976,8,6,12584,28.0,NWAmes,TwnhsE,Abnorml,276790
871,2552,2,1,1,0.0,5.0,0,1900,1906,3,6,13409,1277.0,Blmngtn,1Fam,AdjLand,343843
872,1408,5,4,0,1.0,410.0,2,1969,1998,1,9,8687,1302.0,NWAmes,Duplx,Family,329201
873,1011,5,1,1,0.0,654.0,3,1998,2009,6,3,3731,,Veenker,TwnhsI,Abnorml,402293
874,1062,2,3,1,1.0,282.0,1,2001,2029,9,1,10877,268.0,ClearCr,2FmCon,Abnorml,355985
875,3638,2,1,0,0.0,230.0,1,1947,1957,5,3,17575,1427.0,Somerst,Duplx,Abnorml,554138
876,2770,3,3,0,0.0,211.0,1,1929,1947,3,5,7312,1073.0,NWAmes,TwnhsE,Family,383706
877,2929,4,2,1,0.0,209.0,1,1938,1953,1,4,17622,293.0,ClearCr,2FmCon,AdjLand,427788
878,3853,5,2,0,1.0,60.0,0,1936,1965,10,3,17305,671.0,NAmes,Duplx,Family,520240
879,2967,5,3,0,1.0,435.0,2,1942,1958,8,9,6028,1266.0,StoneBr,Duplx,Family,640285
880,3335,5,3,1,0.0,435.0,2,1937,1952,2,6,12137,2749.0,StoneBr,1Fam,Partial,660852
881,887,1,2,0,1.0,223.0,1,1956,1969,1,7,15329,1164.0,Gilbert,1Fam,Normal,248615
882,4330,2,4,1,0.0,289.0,1,1905,1916,2,7,10655,2640.0,NWAmes,Duplx,Abnorml,566345
883,2519,3,2,1,1.0,637.0,3,1933,1946,4,4,14438,2201.0,Gilbert,1Fam,AdjLand,444266
884,1198,1,1,0,1.0,70.0,0,1938,1951,9,7,18351,2456.0,Veenker,TwnhsI,Partial,382650
885,4159,2,1,0,0.0,74.0,0,1918,1940,2,9,13104,2561.0,NoRidge,Duplx,Normal,702743
886,3805,1,1,1,1.0,5.0,0,2007,2008,9,7,17002,2141.0,Veenker,TwnhsE,Family,618616
887,738,5,3,1,0.0,624.0,3,1983,1998,1,3,16317,2200.0,ClearCr,2FmCon,Abnorml,317440
888,1368,1,2,1,1.0,289.0,1,2012,2028,8,8,16536,462.0,ClearCr,2FmCon,AdjLand,357484
889,570,1,2,1,0.0,88.0,0,1969,1991,3,3,17268,2151.0,Mitchel,Duplx,Family,219230
890,1718,1,2,0,1.0,641.0,3,1913,1932,10,1,5673,145.0,SawyerW,TwnhsE,AdjLand,319109
891,949,1,3,0,,15.0,0,2011,2023,5,4,1839,2212.0,NWAmes,2FmCon,Alloca,275857
892,3694,3,3,1,,229.0,1,1956,1959,3,5,4332,1961.0,NoRidge,2FmCon,Normal,706767
893,2851,2,1,1,,94.0,0,1984,1995,3,5,6118,2270.0,NridgHt,1Fam,Alloca,550102
894,4910,5,1,0,1.0,467.0,2,1946,1953,9,3,14266,1926.0,ClearCr,Duplx,Family,726204
895,3872,2,2,0,0.0,407.0,2,1960,1966,5,3,10933,1106.0,Blmngtn,TwnhsE,Family,507835
896,3251,3,2,0,1.0,671.0,3,1960,1981,4,9,10169,1108.0,Gilbert,Duplx,Normal,494127
897,2791,4,3,1,0.0,214.0,1,1935,1949,8,3,1667,1788.0,Veenker,2FmCon,Abnorml,519770
898,745,4,3,0,0.0,230.0,1,1968,1991,6,8,14148,1418.0,NridgHt,2FmCon,Normal,419009
899,815,4,3,0,1.0,648.0,3,1990,1994,7,3,8238,1021.0,Veenker,2FmCon,Family,405220
900,3273,2,3,0,0.0,635.0,3,1902,1931,5,1,15571,1467.0,NWAmes,2FmCon,Abnorml,483521
901,519,3,2,1,0.0,69.0,0,1916,1930,1,1,3586,1609.0,NAmes,2FmCon,AdjLand,107092
902,690,5,3,1,1.0,415.0,2,2003,2010,1,3,6963,719.0,NAmes,TwnhsI,Partial,210546
903,1486,5,3,1,0.0,687.0,3,1970,1980,1,8,2511,1914.0,CollgCr,2FmCon,Alloca,353783
904,4478,4,3,1,0.0,459.0,2,2019,2044,6,5,6766,942.0,NridgHt,2FmCon,Family,800000
905,2565,4,1,1,1.0,,2,1974,1995,6,7,18582,803.0,NAmes,TwnhsE,Abnorml,394349
906,3693,5,3,0,1.0,95.0,0,1980,1985,8,9,10580,1255.0,StoneBr,TwnhsI,Alloca,690979
907,2352,4,1,1,0.0,47.0,0,2010,2039,9,1,9631,309.0,Veenker,Duplx,Abnorml,450805
908,1279,5,3,1,0.0,41.0,0,1981,1984,2,1,6560,1809.0,NAmes,TwnhsE,Abnorml,256502
909,2170,1,3,1,1.0,,0,1940,1948,10,9,6400,2200.0,Crawfor,1Fam,Normal,449928
910,912,2,3,0,1.0,699.0,3,1964,1985,10,6,13844,2867.0,StoneBr,Duplx,Partial,518487
911,3966,1,4,0,0.0,484.0,2,1928,1943,7,6,19725,850.0,Crawfor,1Fam,AdjLand,597222
912,1325,1,2,0,1.0,617.0,3,1941,1954,6,4,15314,1615.0,NridgHt,1Fam,Alloca,465780
913,2193,3,1,0,1.0,294.0,1,1983,2010,2,8,15134,1510.0,Veenker,Duplx,Family,412464
914,4910,2,3,1,1.0,679.0,3,1918,1941,2,6,10232,2193.0,NAmes,2FmCon,AdjLand,562141
915,3163,3,3,0,1.0,42.0,0,1982,2010,1,3,3324,1874.0,Veenker,1Fam,Partial,477232
916,2563,3,1,0,1.0,692.0,3,1971,1979,7,6,14890,2421.0,Mitchel,1Fam,Abnorml,460036
917,2943,4,1,0,0.0,55.0,0,1937,1962,5,1,16461,2551.0,CollgCr,TwnhsE,Family,480130
918,4028,5,1,1,0.0,68.0,0,1905,1911,2,3,10943,340.0,Blmngtn,Duplx,Partial,450991
919,1645,5,3,0,1.0,18.0,0,1986,2010,2,2,3192,1065.0,Gilbert,2FmCon,Alloca,296171
920,3363,2,2,0,,610.0,3,2001,2017,1,8,14688,1959.0,CollgCr,TwnhsI,AdjLand,517073
921,4427,2,4,0,1.0,252.0,1,1989,2006,7,7,18539,1631.0,NoRidge,2FmCon,Family,800000
922,3075,4,4,1,,232.0,1,1951,1954,7,1,5661,1446.0,Mitchel,TwnhsI,Family,436614
923,2509,1,2,0,0.0,298.0,1,1980,2006,7,9,4449,519.0,Crawfor,2FmCon,Alloca,401090
924,1153,3,3,0,1.0,608.0,3,1951,1959,2,8,15168,1717.0,Blmngtn,1Fam,AdjLand,334217
925,1617,3,2,1,0.0,276.0,1,1944,1961,1,4,7638,2221.0,CollgCr,1Fam,Normal,310334
926,4757,1,1,0,1.0,60.0,0,1940,1944,2,2,14729,115.0,Blmngtn,2FmCon,Normal,521992
927,2935,4,2,0,0.0,287.0,1,1925,1952,8,4,14508,1774.0,Somerst,1Fam,AdjLand,529453
928,1856,2,3,1,1.0,299.0,1,2019,2028,8,6,6432,2718.0,SawyerW,1Fam,Alloca,406152
929,2382,1,1,0,1.0,487.0,2,1981,2003,3,6,2281,1721.0,Timber,2FmCon,Alloca,425201
930,3101,4,1,1,1.0,637.0,3,1921,1943,1,4,11785,2858.0,Blmngtn,TwnhsI,Abnorml,511760
931,2918,1,1,1,,69.0,0,2006,2022,4,1,9043,1057.0,CollgCr,2FmCon,AdjLand,427296
932,3648,4,3,0,1.0,616.0,3,1918,1921,9,6,17323,10.0,Crawfor,2FmCon,Family,599239
933,1658,1,4,0,0.0,48.0,0,1973,1981,2,7,8122,2046.0,NoRidge,TwnhsI,Normal,440904
934,3421,3,3,1,1.0,,2,1920,1938,8,3,6116,638.0,Somerst,2FmCon,Partial,546577
935,2492,5,2,0,0.0,,1,1944,1960,5,6,17413,29.0,NoRidge,TwnhsI,Family,568913
936,4732,2,3,0,1.0,257.0,1,1980,1997,2,6,15115,540.0,Crawfor,TwnhsE,Abnorml,583852
937,1210,4,4,1,0.0,212.0,1,2022,2029,10,5,12939,2802.0,Gilbert,TwnhsI,Abnorml,456482
938,1167,4,3,0,0.0,256.0,1,2022,2038,6,1,19148,2343.0,Crawfor,Duplx,Partial,418865
939,2577,5,2,0,1.0,640.0,3,2010,2012,7,3,15985,825.0,NWAmes,Duplx,Alloca,486130
940,2787,1,2,0,0.0,622.0,3,1928,1942,1,4,17525,1794.0,Somerst,2FmCon,Abnorml,445578
941,3608,4,3,1,0.0,656.0,3,1911,1913,4,8,16281,1018.0,Veenker,Duplx,Alloca,601493
942,2318,5,2,1,1.0,275.0,1,2011,2030,7,8,8928,532.0,ClearCr,TwnhsE,Abnorml,422962
943,4611,4,3,1,1.0,461.0,2,2013,2030,7,8,2653,2965.0,Timber,TwnhsI,Partial,755466
944,2633,1,4,1,0.0,208.0,1,1934,1959,1,5,12733,2441.0,SawyerW,1Fam,AdjLand,388690
945,1082,5,1,1,,656.0,3,1902,1915,7,3,15650,1090.0,SawyerW,1Fam,Normal,326615
946,1036,1,3,1,0.0,462.0,2,1979,1983,10,5,19847,1060.0,ClearCr,1Fam,Alloca,430516
947,4880,3,2,0,1.0,268.0,1,1909,1916,8,8,14109,2446.0,NWAmes,TwnhsE,Alloca,651516
948,1103,3,2,1,,242.0,1,1904,1928,3,6,12016,1382.0,NoRidge,1Fam,Family,396152
949,4765,3,1,1,1.0,209.0,1,2015,2043,10,6,12150,1130.0,StoneBr,TwnhsI,Abnorml,800000
950,1751,3,2,0,1.0,412.0,2,1960,1961,7,4,3628,1161.0,Veenker,2FmCon,Partial,413823
951,920,1,2,1,0.0,433.0,2,1913,1933,1,7,1636,1340.0,Somerst,2FmCon,Family,243430
952,1871,3,1,0,1.0,,1,1980,1994,2,8,2340,1564.0,Timber,TwnhsI,Normal,333272
953,3266,5,3,1,,673.0,3,1945,1952,10,7,18240,120.0,Crawfor,TwnhsE,Partial,588446
954,2425,3,1,0,1.0,667.0,3,1965,1980,3,4,16120,1440.0,NWAmes,Duplx,Partial,427827
955,4035,2,2,1,1.0,231.0,1,2010,2038,1,8,6313,1319.0,ClearCr,TwnhsI,Partial,520804
956,3249,5,1,1,1.0,644.0,3,1929,1934,5,9,9337,823.0,ClearCr,TwnhsE,Partial,517533
957,2303,1,1,1,1.0,4.0,0,1979,2004,6,8,10446,1066.0,NoRidge,TwnhsE,Alloca,504198
958,3355,3,2,0,1.0,679.0,3,2001,2003,6,8,6066,1273.0,Veenker,2FmCon,Abnorml,564857
959,4871,3,4,0,0.0,235.0,1,1952,1973,7,3,9319,1098.0,SawyerW,TwnhsI,Family,633314
960,2353,3,4,1,0.0,,2,2019,2021,10,4,7931,2725.0,SawyerW,TwnhsE,Family,487955
961,1190,5,2,1,1.0,244.0,1,1955,1956,8,3,14353,1585.0,NridgHt,TwnhsI,Abnorml,494070
962,2339,3,2,1,0.0,228.0,1,1956,1957,1,4,15511,1508.0,NoRidge,TwnhsI,Family,536588
963,4280,5,4,0,,216.0,1,2008,2032,1,7,3320,788.0,SawyerW,Duplx,Abnorml,489358
